Leading Cancer Sites,States,Year,Age Groups,Gender,Gender Code,Count,Population,Crude Rate,Region,Age_Flag,Age_max
Melanoma of the Skin,New York,2019,30-34 years,Female,F,63.0,699367.0,9.0,North-East,Adult age group,34.0
Melanoma of the Skin,New York,2019,35-39 years,Female,F,77.0,642101.0,12.0,North-East,Adult age group,39.0
Melanoma of the Skin,New York,2019,40-44 years,Female,F,90.0,589526.0,15.3,North-East,Adult age group,44.0
Melanoma of the Skin,New York,2019,45-49 years,Female,F,116.0,613969.0,18.9,North-East,Adult age group,49.0
Melanoma of the Skin,New York,2019,50-54 years,Female,F,147.0,656788.0,22.4,North-East,Middle age group,54.0
Melanoma of the Skin,New York,2019,55-59 years,Female,F,177.0,699982.0,25.3,North-East,Middle age group,59.0
Melanoma of the Skin,New York,2019,60-64 years ,Female,F,232.0,653612.0,35.5,North-East,Middle age group,64.0
Melanoma of the Skin,New York,2019,65-69 years,Female,F,230.0,551794.0,41.7,North-East,Elderly group,69.0
Melanoma of the Skin,New York,2019,70-74 years,Female,F,203.0,454732.0,44.6,North-East,Elderly group,74.0
Melanoma of the Skin,New York,2019,75-79 years,Female,F,179.0,329691.0,54.3,North-East,Elderly group,79.0
Melanoma of the Skin,New York,2019,80-84 years,Female,F,152.0,237200.0,64.1,North-East,Elderly group,84.0
Melanoma of the Skin,New York,2019,85+ years,Female,F,156.0,302494.0,51.6,North-East,Elderly group,89.0
Melanoma of the Skin,North Carolina,2019,25-29 years,Female,F,22.0,364186.0,6.0,South,Young age group,29.0
Melanoma of the Skin,North Carolina,2019,30-34 years,Female,F,54.0,348031.0,15.5,South,Adult age group,34.0
Melanoma of the Skin,North Carolina,2019,35-39 years,Female,F,60.0,339549.0,17.7,South,Adult age group,39.0
Melanoma of the Skin,North Carolina,2019,40-44 years,Female,F,80.0,330372.0,24.2,South,Adult age group,44.0
Melanoma of the Skin,North Carolina,2019,45-49 years,Female,F,115.0,353342.0,32.5,South,Adult age group,49.0
Melanoma of the Skin,North Carolina,2019,50-54 years,Female,F,133.0,346300.0,38.4,South,Middle age group,54.0
Melanoma of the Skin,North Carolina,2019,55-59 years,Female,F,142.0,366341.0,38.8,South,Middle age group,59.0
Melanoma of the Skin,North Carolina,2019,60-64 years ,Female,F,154.0,349308.0,44.1,South,Middle age group,64.0
Melanoma of the Skin,North Carolina,2019,65-69 years,Female,F,161.0,310552.0,51.8,South,Elderly group,69.0
Melanoma of the Skin,North Carolina,2019,70-74 years,Female,F,143.0,256800.0,55.7,South,Elderly group,74.0
Melanoma of the Skin,North Carolina,2019,75-79 years,Female,F,125.0,176072.0,71.0,South,Elderly group,79.0
Melanoma of the Skin,North Carolina,2019,80-84 years,Female,F,83.0,116867.0,71.0,South,Elderly group,84.0
Melanoma of the Skin,North Carolina,2019,85+ years,Female,F,93.0,124490.0,74.7,South,Elderly group,89.0
Melanoma of the Skin,Ohio,2019,20-24 years,Female,F,18.0,369733.0,4.9,Mid-West,Young age group,24.0
Melanoma of the Skin,Ohio,2019,25-29 years,Female,F,37.0,396488.0,9.3,Mid-West,Young age group,29.0
Melanoma of the Skin,Ohio,2019,30-34 years,Female,F,56.0,374939.0,14.9,Mid-West,Adult age group,34.0
Melanoma of the Skin,Ohio,2019,35-39 years,Female,F,70.0,364843.0,19.2,Mid-West,Adult age group,39.0
Melanoma of the Skin,Ohio,2019,40-44 years,Female,F,98.0,339415.0,28.9,Mid-West,Adult age group,44.0
Melanoma of the Skin,Ohio,2019,45-49 years,Female,F,109.0,360903.0,30.2,Mid-West,Adult age group,49.0
Melanoma of the Skin,Ohio,2019,50-54 years,Female,F,144.0,371783.0,38.7,Mid-West,Middle age group,54.0
Melanoma of the Skin,Ohio,2019,55-59 years,Female,F,173.0,414756.0,41.7,Mid-West,Middle age group,59.0
Melanoma of the Skin,Ohio,2019,60-64 years ,Female,F,190.0,413355.0,46.0,Mid-West,Middle age group,64.0
Melanoma of the Skin,Ohio,2019,65-69 years,Female,F,188.0,351133.0,53.5,Mid-West,Elderly group,69.0
Melanoma of the Skin,Ohio,2019,70-74 years,Female,F,168.0,281657.0,59.6,Mid-West,Elderly group,74.0
Melanoma of the Skin,Ohio,2019,75-79 years,Female,F,141.0,200897.0,70.2,Mid-West,Elderly group,79.0
Melanoma of the Skin,Ohio,2019,80-84 years,Female,F,109.0,142833.0,76.3,Mid-West,Elderly group,84.0
Melanoma of the Skin,Ohio,2019,85+ years,Female,F,107.0,166866.0,64.1,Mid-West,Elderly group,89.0
Melanoma of the Skin,Oklahoma,2019,35-39 years,Female,F,17.0,131786.0,12.9,South,Adult age group,39.0
Melanoma of the Skin,Oklahoma,2019,40-44 years,Female,F,20.0,116291.0,17.2,South,Adult age group,44.0
Melanoma of the Skin,Oklahoma,2019,45-49 years,Female,F,18.0,115298.0,15.6,South,Adult age group,49.0
Melanoma of the Skin,Oklahoma,2019,50-54 years,Female,F,27.0,112160.0,24.1,South,Middle age group,54.0
Melanoma of the Skin,Oklahoma,2019,55-59 years,Female,F,40.0,129631.0,30.9,South,Middle age group,59.0
Melanoma of the Skin,Oklahoma,2019,60-64 years ,Female,F,40.0,125263.0,31.9,South,Middle age group,64.0
Melanoma of the Skin,Oklahoma,2019,65-69 years,Female,F,42.0,108181.0,38.8,South,Elderly group,69.0
Melanoma of the Skin,Oklahoma,2019,70-74 years,Female,F,42.0,88297.0,47.6,South,Elderly group,74.0
Melanoma of the Skin,Oklahoma,2019,75-79 years,Female,F,27.0,64719.0,41.7,South,Elderly group,79.0
Melanoma of the Skin,Oklahoma,2019,80-84 years,Female,F,24.0,43833.0,54.8,South,Elderly group,84.0
Melanoma of the Skin,Oklahoma,2019,85+ years,Female,F,22.0,47112.0,46.7,South,Elderly group,89.0
Melanoma of the Skin,Oregon,2019,30-34 years,Female,F,21.0,147729.0,14.2,West,Adult age group,34.0
Melanoma of the Skin,Oregon,2019,35-39 years,Female,F,22.0,148056.0,14.9,West,Adult age group,39.0
Melanoma of the Skin,Oregon,2019,40-44 years,Female,F,27.0,133791.0,20.2,West,Adult age group,44.0
Melanoma of the Skin,Oregon,2019,45-49 years,Female,F,49.0,129484.0,37.8,West,Adult age group,49.0
Melanoma of the Skin,Oregon,2019,50-54 years,Female,F,42.0,124146.0,33.8,West,Middle age group,54.0
Melanoma of the Skin,Oregon,2019,55-59 years,Female,F,49.0,137008.0,35.8,West,Middle age group,59.0
Melanoma of the Skin,Oregon,2019,60-64 years ,Female,F,79.0,142652.0,55.4,West,Middle age group,64.0
Melanoma of the Skin,Oregon,2019,65-69 years,Female,F,70.0,135853.0,51.5,West,Elderly group,69.0
Melanoma of the Skin,Oregon,2019,70-74 years,Female,F,78.0,108160.0,72.1,West,Elderly group,74.0
Melanoma of the Skin,Oregon,2019,75-79 years,Female,F,59.0,72209.0,81.7,West,Elderly group,79.0
Melanoma of the Skin,Oregon,2019,80-84 years,Female,F,18.0,45225.0,39.8,West,Elderly group,84.0
Melanoma of the Skin,Oregon,2019,85+ years,Female,F,41.0,52625.0,77.9,West,Elderly group,89.0
Melanoma of the Skin,Pennsylvania,2019,25-29 years,Female,F,37.0,420169.0,8.8,North-East,Young age group,29.0
Melanoma of the Skin,Pennsylvania,2019,30-34 years,Female,F,57.0,417688.0,13.6,North-East,Adult age group,34.0
Melanoma of the Skin,Pennsylvania,2019,35-39 years,Female,F,72.0,394555.0,18.2,North-East,Adult age group,39.0
Melanoma of the Skin,Pennsylvania,2019,40-44 years,Female,F,67.0,362747.0,18.5,North-East,Adult age group,44.0
Melanoma of the Skin,Pennsylvania,2019,45-49 years,Female,F,76.0,389883.0,19.5,North-East,Adult age group,49.0
Melanoma of the Skin,Pennsylvania,2019,50-54 years,Female,F,113.0,421520.0,26.8,North-East,Middle age group,54.0
Melanoma of the Skin,Pennsylvania,2019,55-59 years,Female,F,149.0,466559.0,31.9,North-East,Middle age group,59.0
Melanoma of the Skin,Pennsylvania,2019,60-64 years ,Female,F,149.0,463429.0,32.2,North-East,Middle age group,64.0
Melanoma of the Skin,Pennsylvania,2019,65-69 years,Female,F,169.0,396948.0,42.6,North-East,Elderly group,69.0
Melanoma of the Skin,Pennsylvania,2019,70-74 years,Female,F,156.0,321627.0,48.5,North-East,Elderly group,74.0
Melanoma of the Skin,Pennsylvania,2019,75-79 years,Female,F,109.0,234985.0,46.4,North-East,Elderly group,79.0
Melanoma of the Skin,Pennsylvania,2019,80-84 years,Female,F,83.0,169671.0,48.9,North-East,Elderly group,84.0
Melanoma of the Skin,Pennsylvania,2019,85+ years,Female,F,111.0,219194.0,50.6,North-East,Elderly group,89.0
Melanoma of the Skin,Rhode Island,2019,60-64 years ,Female,F,20.0,38256.0,52.3,North-East,Middle age group,64.0
Melanoma of the Skin,Rhode Island,2019,70-74 years,Female,F,19.0,25223.0,75.3,North-East,Elderly group,74.0
Melanoma of the Skin,Rhode Island,2019,85+ years,Female,F,19.0,18470.0,102.9,North-East,Elderly group,89.0
Melanoma of the Skin,South Carolina,2019,30-34 years,Female,F,23.0,168818.0,13.6,South,Adult age group,34.0
Melanoma of the Skin,South Carolina,2019,35-39 years,Female,F,18.0,165045.0,10.9,South,Adult age group,39.0
Melanoma of the Skin,South Carolina,2019,40-44 years,Female,F,22.0,154705.0,14.2,South,Adult age group,44.0
Melanoma of the Skin,South Carolina,2019,45-49 years,Female,F,38.0,164437.0,23.1,South,Adult age group,49.0
Melanoma of the Skin,South Carolina,2019,50-54 years,Female,F,41.0,167670.0,24.5,South,Middle age group,54.0
Melanoma of the Skin,South Carolina,2019,55-59 years,Female,F,45.0,184365.0,24.4,South,Middle age group,59.0
Melanoma of the Skin,South Carolina,2019,60-64 years ,Female,F,73.0,181633.0,40.2,South,Middle age group,64.0
Melanoma of the Skin,South Carolina,2019,65-69 years,Female,F,69.0,168333.0,41.0,South,Elderly group,69.0
Melanoma of the Skin,South Carolina,2019,70-74 years,Female,F,74.0,140364.0,52.7,South,Elderly group,74.0
Melanoma of the Skin,South Carolina,2019,75-79 years,Female,F,54.0,94712.0,57.0,South,Elderly group,79.0
Melanoma of the Skin,South Carolina,2019,80-84 years,Female,F,25.0,58604.0,42.7,South,Elderly group,84.0
Melanoma of the Skin,South Carolina,2019,85+ years,Female,F,26.0,58988.0,44.1,South,Elderly group,89.0
Melanoma of the Skin,South Dakota,2019,60-64 years ,Female,F,19.0,29527.0,64.3,Mid-West,Middle age group,64.0
Melanoma of the Skin,South Dakota,2019,65-69 years,Female,F,22.0,26215.0,83.9,Mid-West,Elderly group,69.0
Melanoma of the Skin,Tennessee,2019,30-34 years,Female,F,29.0,228231.0,12.7,South,Adult age group,34.0
Melanoma of the Skin,Tennessee,2019,35-39 years,Female,F,35.0,220698.0,15.9,South,Adult age group,39.0
Melanoma of the Skin,Tennessee,2019,40-44 years,Female,F,30.0,209595.0,14.3,South,Adult age group,44.0
Melanoma of the Skin,Tennessee,2019,45-49 years,Female,F,65.0,223032.0,29.1,South,Adult age group,49.0
Melanoma of the Skin,Tennessee,2019,50-54 years,Female,F,66.0,221166.0,29.8,South,Middle age group,54.0
Melanoma of the Skin,Tennessee,2019,55-59 years,Female,F,85.0,239076.0,35.6,South,Middle age group,59.0
Melanoma of the Skin,Tennessee,2019,60-64 years ,Female,F,82.0,228979.0,35.8,South,Middle age group,64.0
Melanoma of the Skin,Tennessee,2019,65-69 years,Female,F,89.0,199908.0,44.5,South,Elderly group,69.0
Melanoma of the Skin,Tennessee,2019,70-74 years,Female,F,88.0,165364.0,53.2,South,Elderly group,74.0
Melanoma of the Skin,Tennessee,2019,75-79 years,Female,F,65.0,115517.0,56.3,South,Elderly group,79.0
Melanoma of the Skin,Tennessee,2019,80-84 years,Female,F,41.0,76553.0,53.6,South,Elderly group,84.0
Melanoma of the Skin,Tennessee,2019,85+ years,Female,F,47.0,80013.0,58.7,South,Elderly group,89.0
Melanoma of the Skin,Texas,2019,20-24 years,Female,F,21.0,973087.0,2.2,South,Young age group,24.0
Melanoma of the Skin,Texas,2019,25-29 years,Female,F,45.0,1061843.0,4.2,South,Young age group,29.0
Melanoma of the Skin,Texas,2019,30-34 years,Female,F,87.0,1036066.0,8.4,South,Adult age group,34.0
Melanoma of the Skin,Texas,2019,35-39 years,Female,F,94.0,1025618.0,9.2,South,Adult age group,39.0
Melanoma of the Skin,Texas,2019,40-44 years,Female,F,127.0,938570.0,13.5,South,Adult age group,44.0
Melanoma of the Skin,Texas,2019,45-49 years,Female,F,153.0,932753.0,16.4,South,Adult age group,49.0
Melanoma of the Skin,Texas,2019,50-54 years,Female,F,151.0,856123.0,17.6,South,Middle age group,54.0
Melanoma of the Skin,Texas,2019,55-59 years,Female,F,157.0,877447.0,17.9,South,Middle age group,59.0
Melanoma of the Skin,Texas,2019,60-64 years ,Female,F,228.0,803516.0,28.4,South,Middle age group,64.0
Melanoma of the Skin,Texas,2019,65-69 years,Female,F,211.0,670181.0,31.5,South,Elderly group,69.0
Melanoma of the Skin,Texas,2019,70-74 years,Female,F,194.0,527996.0,36.7,South,Elderly group,74.0
Melanoma of the Skin,Texas,2019,75-79 years,Female,F,130.0,363942.0,35.7,South,Elderly group,79.0
Melanoma of the Skin,Texas,2019,80-84 years,Female,F,98.0,242053.0,40.5,South,Elderly group,84.0
Melanoma of the Skin,Texas,2019,85+ years,Female,F,131.0,256745.0,51.0,South,Elderly group,89.0
Melanoma of the Skin,Utah,2019,25-29 years,Female,F,17.0,122090.0,13.9,West,Young age group,29.0
Melanoma of the Skin,Utah,2019,30-34 years,Female,F,34.0,108689.0,31.3,West,Adult age group,34.0
Melanoma of the Skin,Utah,2019,35-39 years,Female,F,38.0,113824.0,33.4,West,Adult age group,39.0
Melanoma of the Skin,Utah,2019,40-44 years,Female,F,57.0,104269.0,54.7,West,Adult age group,44.0
Melanoma of the Skin,Utah,2019,45-49 years,Female,F,44.0,86833.0,50.7,West,Adult age group,49.0
Melanoma of the Skin,Utah,2019,50-54 years,Female,F,48.0,74906.0,64.1,West,Middle age group,54.0
Melanoma of the Skin,Utah,2019,55-59 years,Female,F,42.0,78803.0,53.3,West,Middle age group,59.0
Melanoma of the Skin,Utah,2019,60-64 years ,Female,F,60.0,75415.0,79.6,West,Middle age group,64.0
Melanoma of the Skin,Utah,2019,65-69 years,Female,F,60.0,64231.0,93.4,West,Elderly group,69.0
Melanoma of the Skin,Utah,2019,70-74 years,Female,F,45.0,49703.0,90.5,West,Elderly group,74.0
Melanoma of the Skin,Utah,2019,75-79 years,Female,F,41.0,35279.0,116.2,West,Elderly group,79.0
Melanoma of the Skin,Utah,2019,80-84 years,Female,F,27.0,23016.0,117.3,West,Elderly group,84.0
Melanoma of the Skin,Utah,2019,85+ years,Female,F,28.0,22581.0,124.0,West,Elderly group,89.0
Melanoma of the Skin,Vermont,2019,60-64 years ,Female,F,17.0,24490.0,69.4,North-East,Middle age group,64.0
Melanoma of the Skin,Virginia,2019,25-29 years,Female,F,17.0,295656.0,5.7,South,Young age group,29.0
Melanoma of the Skin,Virginia,2019,30-34 years,Female,F,40.0,293294.0,13.6,South,Adult age group,34.0
Melanoma of the Skin,Virginia,2019,35-39 years,Female,F,41.0,291601.0,14.1,South,Adult age group,39.0
Melanoma of the Skin,Virginia,2019,40-44 years,Female,F,37.0,268559.0,13.8,South,Adult age group,44.0
Melanoma of the Skin,Virginia,2019,45-49 years,Female,F,58.0,277432.0,20.9,South,Adult age group,49.0
Melanoma of the Skin,Virginia,2019,50-54 years,Female,F,71.0,283051.0,25.1,South,Middle age group,54.0
Melanoma of the Skin,Virginia,2019,55-59 years,Female,F,89.0,300525.0,29.6,South,Middle age group,59.0
Melanoma of the Skin,Virginia,2019,60-64 years ,Female,F,106.0,277515.0,38.2,South,Middle age group,64.0
Melanoma of the Skin,Virginia,2019,65-69 years,Female,F,120.0,235025.0,51.1,South,Elderly group,69.0
Melanoma of the Skin,Virginia,2019,70-74 years,Female,F,113.0,195117.0,57.9,South,Elderly group,74.0
Melanoma of the Skin,Virginia,2019,75-79 years,Female,F,77.0,136910.0,56.2,South,Elderly group,79.0
Melanoma of the Skin,Virginia,2019,80-84 years,Female,F,54.0,89658.0,60.2,South,Elderly group,84.0
Melanoma of the Skin,Virginia,2019,85+ years,Female,F,64.0,99481.0,64.3,South,Elderly group,89.0
Melanoma of the Skin,Washington,2019,25-29 years,Female,F,18.0,283536.0,6.3,West,Young age group,29.0
Melanoma of the Skin,Washington,2019,30-34 years,Female,F,38.0,280847.0,13.5,West,Adult age group,34.0
Melanoma of the Skin,Washington,2019,35-39 years,Female,F,57.0,269753.0,21.1,West,Adult age group,39.0
Melanoma of the Skin,Washington,2019,40-44 years,Female,F,49.0,235996.0,20.8,West,Adult age group,44.0
Melanoma of the Skin,Washington,2019,45-49 years,Female,F,72.0,231478.0,31.1,West,Adult age group,49.0
Melanoma of the Skin,Washington,2019,50-54 years,Female,F,96.0,227311.0,42.2,West,Middle age group,54.0
Melanoma of the Skin,Washington,2019,55-59 years,Female,F,94.0,247268.0,38.0,West,Middle age group,59.0
Melanoma of the Skin,Washington,2019,60-64 years ,Female,F,133.0,242858.0,54.8,West,Middle age group,64.0
Melanoma of the Skin,Washington,2019,65-69 years,Female,F,95.0,215436.0,44.1,West,Elderly group,69.0
Melanoma of the Skin,Washington,2019,70-74 years,Female,F,130.0,170605.0,76.2,West,Elderly group,74.0
Melanoma of the Skin,Washington,2019,75-79 years,Female,F,63.0,112696.0,55.9,West,Elderly group,79.0
Melanoma of the Skin,Washington,2019,80-84 years,Female,F,60.0,72011.0,83.3,West,Elderly group,84.0
Melanoma of the Skin,Washington,2019,85+ years,Female,F,61.0,84580.0,72.1,West,Elderly group,89.0
Melanoma of the Skin,West Virginia,2019,40-44 years,Female,F,16.0,53620.0,29.8,South,Adult age group,44.0
Melanoma of the Skin,West Virginia,2019,45-49 years,Female,F,20.0,56870.0,35.2,South,Adult age group,49.0
Melanoma of the Skin,West Virginia,2019,50-54 years,Female,F,26.0,57414.0,45.3,South,Middle age group,54.0
Melanoma of the Skin,West Virginia,2019,55-59 years,Female,F,24.0,64103.0,37.4,South,Middle age group,59.0
Melanoma of the Skin,West Virginia,2019,60-64 years ,Female,F,28.0,66926.0,41.8,South,Middle age group,64.0
Melanoma of the Skin,West Virginia,2019,65-69 years,Female,F,35.0,62087.0,56.4,South,Elderly group,69.0
Melanoma of the Skin,West Virginia,2019,70-74 years,Female,F,22.0,51297.0,42.9,South,Elderly group,74.0
Melanoma of the Skin,Wisconsin,2019,30-34 years,Female,F,25.0,176962.0,14.1,Mid-West,Adult age group,34.0
Melanoma of the Skin,Wisconsin,2019,35-39 years,Female,F,48.0,184957.0,26.0,Mid-West,Adult age group,39.0
Melanoma of the Skin,Wisconsin,2019,40-44 years,Female,F,40.0,167665.0,23.9,Mid-West,Adult age group,44.0
Melanoma of the Skin,Wisconsin,2019,45-49 years,Female,F,49.0,170317.0,28.8,Mid-West,Adult age group,49.0
Melanoma of the Skin,Wisconsin,2019,50-54 years,Female,F,73.0,186050.0,39.2,Mid-West,Middle age group,54.0
Melanoma of the Skin,Wisconsin,2019,55-59 years,Female,F,70.0,213702.0,32.8,Mid-West,Middle age group,59.0
Melanoma of the Skin,Wisconsin,2019,60-64 years ,Female,F,82.0,202963.0,40.4,Mid-West,Middle age group,64.0
Melanoma of the Skin,Wisconsin,2019,65-69 years,Female,F,82.0,173144.0,47.4,Mid-West,Elderly group,69.0
Melanoma of the Skin,Wisconsin,2019,70-74 years,Female,F,78.0,133024.0,58.6,Mid-West,Elderly group,74.0
Melanoma of the Skin,Wisconsin,2019,75-79 years,Female,F,51.0,94842.0,53.8,Mid-West,Elderly group,79.0
Melanoma of the Skin,Wisconsin,2019,80-84 years,Female,F,41.0,67245.0,61.0,Mid-West,Elderly group,84.0
Melanoma of the Skin,Wisconsin,2019,85+ years,Female,F,39.0,82068.0,47.5,Mid-West,Elderly group,89.0
Myeloma,Alabama,2019,55-59 years,Female,F,21.0,174973.0,12.0,South,Middle age group,59.0
Myeloma,Alabama,2019,60-64 years ,Female,F,30.0,169849.0,17.7,South,Middle age group,64.0
Myeloma,Alabama,2019,65-69 years,Female,F,42.0,148314.0,28.3,South,Elderly group,69.0
Myeloma,Alabama,2019,70-74 years,Female,F,29.0,123192.0,23.5,South,Elderly group,74.0
Myeloma,Alabama,2019,75-79 years,Female,F,36.0,87695.0,41.1,South,Elderly group,79.0
Myeloma,Alabama,2019,80-84 years,Female,F,26.0,59865.0,43.4,South,Elderly group,84.0
Myeloma,Arizona,2019,55-59 years,Female,F,16.0,230465.0,6.9,West,Middle age group,59.0
Myeloma,Arizona,2019,60-64 years ,Female,F,22.0,229478.0,9.6,West,Middle age group,64.0
Myeloma,Arizona,2019,65-69 years,Female,F,37.0,214430.0,17.3,West,Elderly group,69.0
Myeloma,Arizona,2019,70-74 years,Female,F,34.0,188636.0,18.0,West,Elderly group,74.0
Myeloma,Arizona,2019,75-79 years,Female,F,31.0,135655.0,22.9,West,Elderly group,79.0
Myeloma,Arizona,2019,80-84 years,Female,F,18.0,85411.0,21.1,West,Elderly group,84.0
Myeloma,Arizona,2019,85+ years,Female,F,19.0,86087.0,22.1,West,Elderly group,89.0
Myeloma,Arkansas,2019,65-69 years,Female,F,24.0,87677.0,27.4,South,Elderly group,69.0
Myeloma,Arkansas,2019,70-74 years,Female,F,18.0,74020.0,24.3,South,Elderly group,74.0
Myeloma,Arkansas,2019,75-79 years,Female,F,18.0,54046.0,33.3,South,Elderly group,79.0
Myeloma,California,2019,45-49 years,Female,F,40.0,1259963.0,3.2,West,Adult age group,49.0
Myeloma,California,2019,50-54 years,Female,F,61.0,1233458.0,4.9,West,Middle age group,54.0
Myeloma,California,2019,55-59 years,Female,F,110.0,1273574.0,8.6,West,Middle age group,59.0
