Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count
,Thyroid,32010,California,6,2019,2019,75-79 years,75-79,Male,M,83
,Thyroid,32010,California,6,2019,2019,80-84 years,80-84,Female,F,78
,Thyroid,32010,California,6,2019,2019,80-84 years,80-84,Male,M,41
,Thyroid,32010,California,6,2019,2019,85+ years,85+,Female,F,53
,Thyroid,32010,California,6,2019,2019,85+ years,85+,Male,M,27
,Thyroid,32010,Colorado,8,2019,2019,20-24 years,20-24,Female,F,21
,Thyroid,32010,Colorado,8,2019,2019,25-29 years,25-29,Female,F,39
,Thyroid,32010,Colorado,8,2019,2019,30-34 years,30-34,Female,F,43
,Thyroid,32010,Colorado,8,2019,2019,30-34 years,30-34,Male,M,16
,Thyroid,32010,Colorado,8,2019,2019,35-39 years,35-39,Female,F,55
,Thyroid,32010,Colorado,8,2019,2019,35-39 years,35-39,Male,M,16
,Thyroid,32010,Colorado,8,2019,2019,40-44 years,40-44,Female,F,55
,Thyroid,32010,Colorado,8,2019,2019,40-44 years,40-44,Male,M,21
,Thyroid,32010,Colorado,8,2019,2019,45-49 years,45-49,Female,F,49
,Thyroid,32010,Colorado,8,2019,2019,45-49 years,45-49,Male,M,22
,Thyroid,32010,Colorado,8,2019,2019,50-54 years,50-54,Female,F,52
,Thyroid,32010,Colorado,8,2019,2019,50-54 years,50-54,Male,M,32
,Thyroid,32010,Colorado,8,2019,2019,55-59 years,55-59,Female,F,50
,Thyroid,32010,Colorado,8,2019,2019,55-59 years,55-59,Male,M,32
,Thyroid,32010,Colorado,8,2019,2019,60-64 years ,60-64,Female,F,42
,Thyroid,32010,Colorado,8,2019,2019,60-64 years ,60-64,Male,M,30
,Thyroid,32010,Colorado,8,2019,2019,65-69 years,65-69,Female,F,49
,Thyroid,32010,Colorado,8,2019,2019,65-69 years,65-69,Male,M,29
,Thyroid,32010,Colorado,8,2019,2019,70-74 years,70-74,Female,F,28
,Thyroid,32010,Colorado,8,2019,2019,70-74 years,70-74,Male,M,18
,Thyroid,32010,Colorado,8,2019,2019,75-79 years,75-79,Female,F,20
,Thyroid,32010,Connecticut,9,2019,2019,20-24 years,20-24,Female,F,25
,Thyroid,32010,Connecticut,9,2019,2019,25-29 years,25-29,Female,F,24
,Thyroid,32010,Connecticut,9,2019,2019,30-34 years,30-34,Female,F,36
,Thyroid,32010,Connecticut,9,2019,2019,35-39 years,35-39,Female,F,40
,Thyroid,32010,Connecticut,9,2019,2019,40-44 years,40-44,Female,F,47
,Thyroid,32010,Connecticut,9,2019,2019,45-49 years,45-49,Female,F,50
,Thyroid,32010,Connecticut,9,2019,2019,45-49 years,45-49,Male,M,17
,Thyroid,32010,Connecticut,9,2019,2019,50-54 years,50-54,Female,F,56
,Thyroid,32010,Connecticut,9,2019,2019,50-54 years,50-54,Male,M,19
,Thyroid,32010,Connecticut,9,2019,2019,55-59 years,55-59,Female,F,64
,Thyroid,32010,Connecticut,9,2019,2019,55-59 years,55-59,Male,M,24
,Thyroid,32010,Connecticut,9,2019,2019,60-64 years ,60-64,Female,F,36
,Thyroid,32010,Connecticut,9,2019,2019,60-64 years ,60-64,Male,M,27
,Thyroid,32010,Connecticut,9,2019,2019,65-69 years,65-69,Female,F,36
,Thyroid,32010,Connecticut,9,2019,2019,65-69 years,65-69,Male,M,18
,Thyroid,32010,Connecticut,9,2019,2019,70-74 years,70-74,Female,F,19
,Thyroid,32010,Delaware,10,2019,2019,60-64 years ,60-64,Female,F,16
,Thyroid,32010,Florida,12,2019,2019,15-19 years,15-19,Female,F,49
,Thyroid,32010,Florida,12,2019,2019,20-24 years,20-24,Female,F,57
,Thyroid,32010,Florida,12,2019,2019,25-29 years,25-29,Female,F,97
,Thyroid,32010,Florida,12,2019,2019,25-29 years,25-29,Male,M,20
,Thyroid,32010,Florida,12,2019,2019,30-34 years,30-34,Female,F,152
,Thyroid,32010,Florida,12,2019,2019,30-34 years,30-34,Male,M,31
,Thyroid,32010,Florida,12,2019,2019,35-39 years,35-39,Female,F,166
,Thyroid,32010,Florida,12,2019,2019,35-39 years,35-39,Male,M,45
,Thyroid,32010,Florida,12,2019,2019,40-44 years,40-44,Female,F,207
,Thyroid,32010,Florida,12,2019,2019,40-44 years,40-44,Male,M,63
,Thyroid,32010,Florida,12,2019,2019,45-49 years,45-49,Female,F,222
,Thyroid,32010,Florida,12,2019,2019,45-49 years,45-49,Male,M,63
,Thyroid,32010,Florida,12,2019,2019,50-54 years,50-54,Female,F,238
,Thyroid,32010,Florida,12,2019,2019,50-54 years,50-54,Male,M,93
,Thyroid,32010,Florida,12,2019,2019,55-59 years,55-59,Female,F,217
,Thyroid,32010,Florida,12,2019,2019,55-59 years,55-59,Male,M,95
,Thyroid,32010,Florida,12,2019,2019,60-64 years ,60-64,Female,F,197
,Thyroid,32010,Florida,12,2019,2019,60-64 years ,60-64,Male,M,84
,Thyroid,32010,Florida,12,2019,2019,65-69 years,65-69,Female,F,197
,Thyroid,32010,Florida,12,2019,2019,65-69 years,65-69,Male,M,99
,Thyroid,32010,Florida,12,2019,2019,70-74 years,70-74,Female,F,179
,Thyroid,32010,Florida,12,2019,2019,70-74 years,70-74,Male,M,96
,Thyroid,32010,Florida,12,2019,2019,75-79 years,75-79,Female,F,86
,Thyroid,32010,Florida,12,2019,2019,75-79 years,75-79,Male,M,62
,Thyroid,32010,Florida,12,2019,2019,80-84 years,80-84,Female,F,43
,Thyroid,32010,Florida,12,2019,2019,80-84 years,80-84,Male,M,27
,Thyroid,32010,Florida,12,2019,2019,85+ years,85+,Female,F,39
,Thyroid,32010,Florida,12,2019,2019,85+ years,85+,Male,M,19
,Thyroid,32010,Georgia,13,2019,2019,20-24 years,20-24,Female,F,29
,Thyroid,32010,Georgia,13,2019,2019,25-29 years,25-29,Female,F,51
,Thyroid,32010,Georgia,13,2019,2019,30-34 years,30-34,Female,F,75
,Thyroid,32010,Georgia,13,2019,2019,30-34 years,30-34,Male,M,20
,Thyroid,32010,Georgia,13,2019,2019,35-39 years,35-39,Female,F,71
,Thyroid,32010,Georgia,13,2019,2019,40-44 years,40-44,Female,F,94
,Thyroid,32010,Georgia,13,2019,2019,40-44 years,40-44,Male,M,26
,Thyroid,32010,Georgia,13,2019,2019,45-49 years,45-49,Female,F,84
,Thyroid,32010,Georgia,13,2019,2019,45-49 years,45-49,Male,M,36
,Thyroid,32010,Georgia,13,2019,2019,50-54 years,50-54,Female,F,86
,Thyroid,32010,Georgia,13,2019,2019,50-54 years,50-54,Male,M,34
,Thyroid,32010,Georgia,13,2019,2019,55-59 years,55-59,Female,F,102
,Thyroid,32010,Georgia,13,2019,2019,55-59 years,55-59,Male,M,33
,Thyroid,32010,Georgia,13,2019,2019,60-64 years ,60-64,Female,F,89
,Thyroid,32010,Georgia,13,2019,2019,60-64 years ,60-64,Male,M,39
,Thyroid,32010,Georgia,13,2019,2019,65-69 years,65-69,Female,F,78
,Thyroid,32010,Georgia,13,2019,2019,65-69 years,65-69,Male,M,37
,Thyroid,32010,Georgia,13,2019,2019,70-74 years,70-74,Female,F,76
,Thyroid,32010,Georgia,13,2019,2019,70-74 years,70-74,Male,M,46
,Thyroid,32010,Georgia,13,2019,2019,75-79 years,75-79,Female,F,34
,Thyroid,32010,Georgia,13,2019,2019,75-79 years,75-79,Male,M,20
,Thyroid,32010,Georgia,13,2019,2019,80-84 years,80-84,Female,F,18
,Thyroid,32010,Hawaii,15,2019,2019,30-34 years,30-34,Female,F,17
,Thyroid,32010,Hawaii,15,2019,2019,35-39 years,35-39,Female,F,18
,Thyroid,32010,Hawaii,15,2019,2019,40-44 years,40-44,Female,F,17
,Thyroid,32010,Hawaii,15,2019,2019,45-49 years,45-49,Female,F,16
,Thyroid,32010,Hawaii,15,2019,2019,50-54 years,50-54,Female,F,21
,Thyroid,32010,Hawaii,15,2019,2019,55-59 years,55-59,Female,F,18
,Thyroid,32010,Idaho,16,2019,2019,50-54 years,50-54,Female,F,22
,Thyroid,32010,Idaho,16,2019,2019,65-69 years,65-69,Female,F,18
,Thyroid,32010,Illinois,17,2019,2019,15-19 years,15-19,Female,F,26
,Thyroid,32010,Illinois,17,2019,2019,20-24 years,20-24,Female,F,45
,Thyroid,32010,Illinois,17,2019,2019,25-29 years,25-29,Female,F,60
,Thyroid,32010,Illinois,17,2019,2019,25-29 years,25-29,Male,M,17
,Thyroid,32010,Illinois,17,2019,2019,30-34 years,30-34,Female,F,93
,Thyroid,32010,Illinois,17,2019,2019,30-34 years,30-34,Male,M,16
,Thyroid,32010,Illinois,17,2019,2019,35-39 years,35-39,Female,F,138
,Thyroid,32010,Illinois,17,2019,2019,35-39 years,35-39,Male,M,30
,Thyroid,32010,Illinois,17,2019,2019,40-44 years,40-44,Female,F,122
,Thyroid,32010,Illinois,17,2019,2019,40-44 years,40-44,Male,M,40
,Thyroid,32010,Illinois,17,2019,2019,45-49 years,45-49,Female,F,137
,Thyroid,32010,Illinois,17,2019,2019,45-49 years,45-49,Male,M,41
,Thyroid,32010,Illinois,17,2019,2019,50-54 years,50-54,Female,F,157
,Thyroid,32010,Illinois,17,2019,2019,50-54 years,50-54,Male,M,58
,Thyroid,32010,Illinois,17,2019,2019,55-59 years,55-59,Female,F,126
,Thyroid,32010,Illinois,17,2019,2019,55-59 years,55-59,Male,M,48
,Thyroid,32010,Illinois,17,2019,2019,60-64 years ,60-64,Female,F,139
,Thyroid,32010,Illinois,17,2019,2019,60-64 years ,60-64,Male,M,60
,Thyroid,32010,Illinois,17,2019,2019,65-69 years,65-69,Female,F,107
,Thyroid,32010,Illinois,17,2019,2019,65-69 years,65-69,Male,M,49
,Thyroid,32010,Illinois,17,2019,2019,70-74 years,70-74,Female,F,96
,Thyroid,32010,Illinois,17,2019,2019,70-74 years,70-74,Male,M,48
,Thyroid,32010,Illinois,17,2019,2019,75-79 years,75-79,Female,F,58
,Thyroid,32010,Illinois,17,2019,2019,75-79 years,75-79,Male,M,28
,Thyroid,32010,Illinois,17,2019,2019,80-84 years,80-84,Female,F,18
,Thyroid,32010,Illinois,17,2019,2019,85+ years,85+,Female,F,17
,Thyroid,32010,Indiana,18,2019,2019,25-29 years,25-29,Female,F,27
,Thyroid,32010,Indiana,18,2019,2019,30-34 years,30-34,Female,F,45
,Thyroid,32010,Indiana,18,2019,2019,35-39 years,35-39,Female,F,59
,Thyroid,32010,Indiana,18,2019,2019,35-39 years,35-39,Male,M,16
,Thyroid,32010,Indiana,18,2019,2019,40-44 years,40-44,Female,F,55
,Thyroid,32010,Indiana,18,2019,2019,40-44 years,40-44,Male,M,17
,Thyroid,32010,Indiana,18,2019,2019,45-49 years,45-49,Female,F,58
,Thyroid,32010,Indiana,18,2019,2019,45-49 years,45-49,Male,M,24
,Thyroid,32010,Indiana,18,2019,2019,50-54 years,50-54,Female,F,42
,Thyroid,32010,Indiana,18,2019,2019,50-54 years,50-54,Male,M,17
,Thyroid,32010,Indiana,18,2019,2019,55-59 years,55-59,Female,F,50
,Thyroid,32010,Indiana,18,2019,2019,55-59 years,55-59,Male,M,19
,Thyroid,32010,Indiana,18,2019,2019,60-64 years ,60-64,Female,F,51
,Thyroid,32010,Indiana,18,2019,2019,60-64 years ,60-64,Male,M,31
,Thyroid,32010,Indiana,18,2019,2019,65-69 years,65-69,Female,F,52
,Thyroid,32010,Indiana,18,2019,2019,65-69 years,65-69,Male,M,23
,Thyroid,32010,Indiana,18,2019,2019,70-74 years,70-74,Female,F,23
,Thyroid,32010,Indiana,18,2019,2019,70-74 years,70-74,Male,M,16
,Thyroid,32010,Indiana,18,2019,2019,75-79 years,75-79,Female,F,18
,Thyroid,32010,Iowa,19,2019,2019,25-29 years,25-29,Female,F,17
,Thyroid,32010,Iowa,19,2019,2019,30-34 years,30-34,Female,F,27
,Thyroid,32010,Iowa,19,2019,2019,35-39 years,35-39,Female,F,31
,Thyroid,32010,Iowa,19,2019,2019,40-44 years,40-44,Female,F,28
,Thyroid,32010,Iowa,19,2019,2019,45-49 years,45-49,Female,F,33
,Thyroid,32010,Iowa,19,2019,2019,50-54 years,50-54,Female,F,40
,Thyroid,32010,Iowa,19,2019,2019,50-54 years,50-54,Male,M,16
,Thyroid,32010,Iowa,19,2019,2019,55-59 years,55-59,Female,F,27
,Thyroid,32010,Iowa,19,2019,2019,60-64 years ,60-64,Female,F,26
,Thyroid,32010,Iowa,19,2019,2019,60-64 years ,60-64,Male,M,22
,Thyroid,32010,Iowa,19,2019,2019,65-69 years,65-69,Female,F,28
,Thyroid,32010,Iowa,19,2019,2019,65-69 years,65-69,Male,M,17
,Thyroid,32010,Iowa,19,2019,2019,70-74 years,70-74,Female,F,23
,Thyroid,32010,Kansas,20,2019,2019,25-29 years,25-29,Female,F,20
,Thyroid,32010,Kansas,20,2019,2019,30-34 years,30-34,Female,F,23
,Thyroid,32010,Kansas,20,2019,2019,35-39 years,35-39,Female,F,29
,Thyroid,32010,Kansas,20,2019,2019,40-44 years,40-44,Female,F,34
,Thyroid,32010,Kansas,20,2019,2019,45-49 years,45-49,Female,F,28
,Thyroid,32010,Kansas,20,2019,2019,50-54 years,50-54,Female,F,26
,Thyroid,32010,Kansas,20,2019,2019,55-59 years,55-59,Female,F,37
,Thyroid,32010,Kansas,20,2019,2019,55-59 years,55-59,Male,M,16
,Thyroid,32010,Kansas,20,2019,2019,60-64 years ,60-64,Female,F,23
,Thyroid,32010,Kansas,20,2019,2019,60-64 years ,60-64,Male,M,16
,Thyroid,32010,Kansas,20,2019,2019,65-69 years,65-69,Female,F,34
,Thyroid,32010,Kansas,20,2019,2019,65-69 years,65-69,Male,M,19
,Thyroid,32010,Kansas,20,2019,2019,70-74 years,70-74,Female,F,20
,Thyroid,32010,Kentucky,21,2019,2019,15-19 years,15-19,Female,F,22
,Thyroid,32010,Kentucky,21,2019,2019,20-24 years,20-24,Female,F,16
,Thyroid,32010,Kentucky,21,2019,2019,25-29 years,25-29,Female,F,29
,Thyroid,32010,Kentucky,21,2019,2019,30-34 years,30-34,Female,F,48
,Thyroid,32010,Kentucky,21,2019,2019,35-39 years,35-39,Female,F,48
,Thyroid,32010,Kentucky,21,2019,2019,35-39 years,35-39,Male,M,20
,Thyroid,32010,Kentucky,21,2019,2019,40-44 years,40-44,Female,F,48
,Thyroid,32010,Kentucky,21,2019,2019,40-44 years,40-44,Male,M,18
,Thyroid,32010,Kentucky,21,2019,2019,45-49 years,45-49,Female,F,58
,Thyroid,32010,Kentucky,21,2019,2019,50-54 years,50-54,Female,F,47
,Thyroid,32010,Kentucky,21,2019,2019,55-59 years,55-59,Female,F,39
,Thyroid,32010,Kentucky,21,2019,2019,55-59 years,55-59,Male,M,18
,Thyroid,32010,Kentucky,21,2019,2019,60-64 years ,60-64,Female,F,42
,Thyroid,32010,Kentucky,21,2019,2019,60-64 years ,60-64,Male,M,26
,Thyroid,32010,Kentucky,21,2019,2019,65-69 years,65-69,Female,F,36
,Thyroid,32010,Kentucky,21,2019,2019,65-69 years,65-69,Male,M,18
,Thyroid,32010,Kentucky,21,2019,2019,70-74 years,70-74,Female,F,23
,Thyroid,32010,Louisiana,22,2019,2019,20-24 years,20-24,Female,F,20
,Thyroid,32010,Louisiana,22,2019,2019,25-29 years,25-29,Female,F,24
,Thyroid,32010,Louisiana,22,2019,2019,30-34 years,30-34,Female,F,37
,Thyroid,32010,Louisiana,22,2019,2019,35-39 years,35-39,Female,F,46
,Thyroid,32010,Louisiana,22,2019,2019,40-44 years,40-44,Female,F,48
,Thyroid,32010,Louisiana,22,2019,2019,45-49 years,45-49,Female,F,58
,Thyroid,32010,Louisiana,22,2019,2019,50-54 years,50-54,Female,F,42
,Thyroid,32010,Louisiana,22,2019,2019,50-54 years,50-54,Male,M,18
,Thyroid,32010,Louisiana,22,2019,2019,55-59 years,55-59,Female,F,64
,Thyroid,32010,Louisiana,22,2019,2019,60-64 years ,60-64,Female,F,64
,Thyroid,32010,Louisiana,22,2019,2019,60-64 years ,60-64,Male,M,30
,Thyroid,32010,Louisiana,22,2019,2019,65-69 years,65-69,Female,F,37
,Thyroid,32010,Louisiana,22,2019,2019,65-69 years,65-69,Male,M,32
,Thyroid,32010,Louisiana,22,2019,2019,70-74 years,70-74,Female,F,37
,Thyroid,32010,Louisiana,22,2019,2019,70-74 years,70-74,Male,M,21
,Thyroid,32010,Louisiana,22,2019,2019,75-79 years,75-79,Female,F,17
,Thyroid,32010,Louisiana,22,2019,2019,75-79 years,75-79,Male,M,17
,Thyroid,32010,Maine,23,2019,2019,35-39 years,35-39,Female,F,19
,Thyroid,32010,Maine,23,2019,2019,40-44 years,40-44,Female,F,23
,Thyroid,32010,Maine,23,2019,2019,50-54 years,50-54,Female,F,17
,Thyroid,32010,Maine,23,2019,2019,55-59 years,55-59,Female,F,21
,Thyroid,32010,Maine,23,2019,2019,60-64 years ,60-64,Female,F,16
,Thyroid,32010,Maine,23,2019,2019,65-69 years,65-69,Female,F,18
,Thyroid,32010,Maine,23,2019,2019,65-69 years,65-69,Male,M,16
,Thyroid,32010,Maryland,24,2019,2019,20-24 years,20-24,Female,F,22
,Thyroid,32010,Maryland,24,2019,2019,25-29 years,25-29,Female,F,41
,Thyroid,32010,Maryland,24,2019,2019,30-34 years,30-34,Female,F,48
,Thyroid,32010,Maryland,24,2019,2019,35-39 years,35-39,Female,F,55
,Thyroid,32010,Maryland,24,2019,2019,40-44 years,40-44,Female,F,67
,Thyroid,32010,Maryland,24,2019,2019,45-49 years,45-49,Female,F,53
,Thyroid,32010,Maryland,24,2019,2019,45-49 years,45-49,Male,M,21
,Thyroid,32010,Maryland,24,2019,2019,50-54 years,50-54,Female,F,46
,Thyroid,32010,Maryland,24,2019,2019,50-54 years,50-54,Male,M,25
,Thyroid,32010,Maryland,24,2019,2019,55-59 years,55-59,Female,F,69
,Thyroid,32010,Maryland,24,2019,2019,60-64 years ,60-64,Female,F,49
,Thyroid,32010,Maryland,24,2019,2019,60-64 years ,60-64,Male,M,27
,Thyroid,32010,Maryland,24,2019,2019,65-69 years,65-69,Female,F,44
,Thyroid,32010,Maryland,24,2019,2019,65-69 years,65-69,Male,M,30
,Thyroid,32010,Maryland,24,2019,2019,70-74 years,70-74,Female,F,34
,Thyroid,32010,Maryland,24,2019,2019,70-74 years,70-74,Male,M,18
,Thyroid,32010,Maryland,24,2019,2019,75-79 years,75-79,Female,F,27
,Thyroid,32010,Maryland,24,2019,2019,75-79 years,75-79,Male,M,16
,Thyroid,32010,Massachusetts,25,2019,2019,20-24 years,20-24,Female,F,30
,Thyroid,32010,Massachusetts,25,2019,2019,25-29 years,25-29,Female,F,50
,Thyroid,32010,Massachusetts,25,2019,2019,30-34 years,30-34,Female,F,63
,Thyroid,32010,Massachusetts,25,2019,2019,35-39 years,35-39,Female,F,79
,Thyroid,32010,Massachusetts,25,2019,2019,40-44 years,40-44,Female,F,63
,Thyroid,32010,Massachusetts,25,2019,2019,40-44 years,40-44,Male,M,17
,Thyroid,32010,Massachusetts,25,2019,2019,45-49 years,45-49,Female,F,72
,Thyroid,32010,Massachusetts,25,2019,2019,50-54 years,50-54,Female,F,71
,Thyroid,32010,Massachusetts,25,2019,2019,50-54 years,50-54,Male,M,44
,Thyroid,32010,Massachusetts,25,2019,2019,55-59 years,55-59,Female,F,79
,Thyroid,32010,Massachusetts,25,2019,2019,55-59 years,55-59,Male,M,33
,Thyroid,32010,Massachusetts,25,2019,2019,60-64 years ,60-64,Female,F,80
,Thyroid,32010,Massachusetts,25,2019,2019,60-64 years ,60-64,Male,M,42
,Thyroid,32010,Massachusetts,25,2019,2019,65-69 years,65-69,Female,F,65
,Thyroid,32010,Massachusetts,25,2019,2019,65-69 years,65-69,Male,M,37
,Thyroid,32010,Massachusetts,25,2019,2019,70-74 years,70-74,Female,F,58
,Thyroid,32010,Massachusetts,25,2019,2019,70-74 years,70-74,Male,M,23
,Thyroid,32010,Massachusetts,25,2019,2019,75-79 years,75-79,Female,F,31
,Thyroid,32010,Massachusetts,25,2019,2019,75-79 years,75-79,Male,M,17
,Thyroid,32010,Massachusetts,25,2019,2019,85+ years,85+,Female,F,16
,Thyroid,32010,Michigan,26,2019,2019,15-19 years,15-19,Female,F,17
,Thyroid,32010,Michigan,26,2019,2019,20-24 years,20-24,Female,F,32
,Thyroid,32010,Michigan,26,2019,2019,25-29 years,25-29,Female,F,57
,Thyroid,32010,Michigan,26,2019,2019,30-34 years,30-34,Female,F,67
,Thyroid,32010,Michigan,26,2019,2019,35-39 years,35-39,Female,F,94
,Thyroid,32010,Michigan,26,2019,2019,35-39 years,35-39,Male,M,19
,Thyroid,32010,Michigan,26,2019,2019,40-44 years,40-44,Female,F,59
,Thyroid,32010,Michigan,26,2019,2019,40-44 years,40-44,Male,M,24
,Thyroid,32010,Michigan,26,2019,2019,45-49 years,45-49,Female,F,100
,Thyroid,32010,Michigan,26,2019,2019,45-49 years,45-49,Male,M,45
,Thyroid,32010,Michigan,26,2019,2019,50-54 years,50-54,Female,F,91
,Thyroid,32010,Michigan,26,2019,2019,50-54 years,50-54,Male,M,41
,Thyroid,32010,Michigan,26,2019,2019,55-59 years,55-59,Female,F,90
,Thyroid,32010,Michigan,26,2019,2019,55-59 years,55-59,Male,M,35
,Thyroid,32010,Michigan,26,2019,2019,60-64 years ,60-64,Female,F,101
,Thyroid,32010,Michigan,26,2019,2019,60-64 years ,60-64,Male,M,40
,Thyroid,32010,Michigan,26,2019,2019,65-69 years,65-69,Female,F,70
,Thyroid,32010,Michigan,26,2019,2019,65-69 years,65-69,Male,M,45
,Thyroid,32010,Michigan,26,2019,2019,70-74 years,70-74,Female,F,53
,Thyroid,32010,Michigan,26,2019,2019,70-74 years,70-74,Male,M,32
,Thyroid,32010,Michigan,26,2019,2019,75-79 years,75-79,Female,F,33
,Thyroid,32010,Michigan,26,2019,2019,75-79 years,75-79,Male,M,24
,Thyroid,32010,Minnesota,27,2019,2019,25-29 years,25-29,Female,F,30
,Thyroid,32010,Minnesota,27,2019,2019,30-34 years,30-34,Female,F,49
,Thyroid,32010,Minnesota,27,2019,2019,35-39 years,35-39,Female,F,42
,Thyroid,32010,Minnesota,27,2019,2019,40-44 years,40-44,Female,F,41
,Thyroid,32010,Minnesota,27,2019,2019,45-49 years,45-49,Female,F,36
,Thyroid,32010,Minnesota,27,2019,2019,45-49 years,45-49,Male,M,16
,Thyroid,32010,Minnesota,27,2019,2019,50-54 years,50-54,Female,F,45
,Thyroid,32010,Minnesota,27,2019,2019,50-54 years,50-54,Male,M,31
,Thyroid,32010,Minnesota,27,2019,2019,55-59 years,55-59,Female,F,44
,Thyroid,32010,Minnesota,27,2019,2019,55-59 years,55-59,Male,M,26
,Thyroid,32010,Minnesota,27,2019,2019,60-64 years ,60-64,Female,F,45
,Thyroid,32010,Minnesota,27,2019,2019,60-64 years ,60-64,Male,M,22
,Thyroid,32010,Minnesota,27,2019,2019,65-69 years,65-69,Female,F,29
,Thyroid,32010,Minnesota,27,2019,2019,65-69 years,65-69,Male,M,23
,Thyroid,32010,Minnesota,27,2019,2019,70-74 years,70-74,Female,F,27
,Thyroid,32010,Minnesota,27,2019,2019,70-74 years,70-74,Male,M,20
,Thyroid,32010,Mississippi,28,2019,2019,35-39 years,35-39,Female,F,18
,Thyroid,32010,Mississippi,28,2019,2019,45-49 years,45-49,Female,F,19
,Thyroid,32010,Mississippi,28,2019,2019,50-54 years,50-54,Female,F,18
,Thyroid,32010,Mississippi,28,2019,2019,55-59 years,55-59,Female,F,21
,Thyroid,32010,Mississippi,28,2019,2019,60-64 years ,60-64,Female,F,16
,Thyroid,32010,Mississippi,28,2019,2019,65-69 years,65-69,Female,F,18
,Thyroid,32010,Mississippi,28,2019,2019,70-74 years,70-74,Female,F,16
,Thyroid,32010,Missouri,29,2019,2019,20-24 years,20-24,Female,F,19
,Thyroid,32010,Missouri,29,2019,2019,25-29 years,25-29,Female,F,34
,Thyroid,32010,Missouri,29,2019,2019,30-34 years,30-34,Female,F,44
,Thyroid,32010,Missouri,29,2019,2019,35-39 years,35-39,Female,F,46
,Thyroid,32010,Missouri,29,2019,2019,40-44 years,40-44,Female,F,48
,Thyroid,32010,Missouri,29,2019,2019,45-49 years,45-49,Female,F,50
,Thyroid,32010,Missouri,29,2019,2019,45-49 years,45-49,Male,M,21
,Thyroid,32010,Missouri,29,2019,2019,50-54 years,50-54,Female,F,57
,Thyroid,32010,Missouri,29,2019,2019,50-54 years,50-54,Male,M,16
,Thyroid,32010,Missouri,29,2019,2019,55-59 years,55-59,Female,F,51
,Thyroid,32010,Missouri,29,2019,2019,55-59 years,55-59,Male,M,28
,Thyroid,32010,Missouri,29,2019,2019,60-64 years ,60-64,Female,F,61
,Thyroid,32010,Missouri,29,2019,2019,60-64 years ,60-64,Male,M,25
,Thyroid,32010,Missouri,29,2019,2019,65-69 years,65-69,Female,F,51
,Thyroid,32010,Missouri,29,2019,2019,65-69 years,65-69,Male,M,20
,Thyroid,32010,Missouri,29,2019,2019,70-74 years,70-74,Female,F,39
,Thyroid,32010,Missouri,29,2019,2019,70-74 years,70-74,Male,M,20
